subdivision,date,value
"Manufacture of grain mill products, starches and starch products",2021-01,37973.9
Manufacture of leather and related products,2021-01,1911.2
Manufacture of other food products,2021-01,20161.2
Manufacture of other non-metallic mineral products,2021-01,4158.3
Manufacture of other transport equipment,2021-01,335.6
Manufacture of paper and paper products,2021-01,4728.5
"Manufacture of pharmaceuticals, medicinal chemical and botanical products",2021-01,6247.9
Manufacture of rubber and plastics products,2021-01,3971.8
Manufacture of textiles,2021-01,22690.3
Manufacture of tobacco products,2021-01,6249.2
Manufacture of wearing apparel,2021-01,8038.0
"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",2021-01,459.5
Manufacturing,2021-01,283139.8
Mining and quarrying,2021-01,920437.7
Mining of coal and lignite,2021-01,329274.5
Mining of metal ores,2021-01,503056.5
Mining support service activities,2021-01,1951.5
Other manufacturing,2021-01,1898.2
Other mining and quarrying,2021-01,12261.0
Printing and reproduction of recorded media,2021-01,3287.3
Processing and preserving of fruit and vegetables,2021-01,3104.4
Processing and preserving of meat,2021-01,33877.0
Remediation activities and other waste management services,2021-01,721.7
Total,2021-01,1355627.8
"Waste collection, treatment and disposal activities; materials recovery",2021-01,3001.5
"Water collection, treatment and supply",2021-01,7852.7
"Water supply; sewerage, waste management and remediation activities",2021-01,11576.0
"Electricity, gas, steam and air conditioning supply",2021-02,138979.8
"Electricity, gas, steam and air conditioning supply",2021-02,138979.8
Extraction of crude petroleum and natural gas,2021-02,70234.0
Manufacture of basic metals,2021-02,6837.0
Manufacture of beverages,2021-02,66126.3
Manufacture of chemicals and chemical products,2021-02,11819.8
Manufacture of coke and refined petroleum products,2021-02,21889.8
Manufacture of dairy products,2021-02,22402.6
"Manufacture of fabricated metal products, except machinery and equipment",2021-02,279.0
Manufacture of food products,2021-02,78238.9
Manufacture of furniture,2021-02,912.6
"Manufacture of grain mill products, starches and starch products",2021-02,18307.0
Manufacture of leather and related products,2021-02,1232.9
Manufacture of other food products,2021-02,16212.8
Manufacture of other non-metallic mineral products,2021-02,11737.1
Manufacture of other transport equipment,2021-02,249.2
Manufacture of paper and paper products,2021-02,3857.3
"Manufacture of pharmaceuticals, medicinal chemical and botanical products",2021-02,10367.6
Manufacture of rubber and plastics products,2021-02,3713.3
Manufacture of textiles,2021-02,10453.3
Manufacture of tobacco products,2021-02,4551.4
Manufacture of wearing apparel,2021-02,4714.0
"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",2021-02,964.9
Manufacturing,2021-02,257626.2
Mining and quarrying,2021-02,880534.6
Mining of coal and lignite,2021-02,282077.4
Mining of metal ores,2021-02,511903.8
Mining support service activities,2021-02,2894.6
Other manufacturing,2021-02,17473.7
Other mining and quarrying,2021-02,13424.8
Printing and reproduction of recorded media,2021-02,2208.2
Processing and preserving of fruit and vegetables,2021-02,3425.8
Processing and preserving of meat,2021-02,17890.7
Remediation activities and other waste management services,2021-02,610.8
Total,2021-02,1289080.0
"Waste collection, treatment and disposal activities; materials recovery",2021-02,3171.4
"Water collection, treatment and supply",2021-02,8157.1
"Water supply; sewerage, waste management and remediation activities",2021-02,11939.3
"Electricity, gas, steam and air conditioning supply",2021-03,128723.4
"Electricity, gas, steam and air conditioning supply",2021-03,128723.4
Extraction of crude petroleum and natural gas,2021-03,80349.3
Manufacture of basic metals,2021-03,16788.1
Manufacture of beverages,2021-03,58031.7
Manufacture of chemicals and chemical products,2021-03,12112.9
Manufacture of coke and refined petroleum products,2021-03,20824.0
Manufacture of dairy products,2021-03,23143.1
"Manufacture of fabricated metal products, except machinery and equipment",2021-03,653.5
Manufacture of food products,2021-03,106319.1
Manufacture of furniture,2021-03,1388.5
"Manufacture of grain mill products, starches and starch products",2021-03,19721.9
Manufacture of leather and related products,2021-03,1469.3
Manufacture of other food products,2021-03,25494.5
Manufacture of other non-metallic mineral products,2021-03,19549.2
Manufacture of other transport equipment,2021-03,522.9
Manufacture of paper and paper products,2021-03,4087.1
"Manufacture of pharmaceuticals, medicinal chemical and botanical products",2021-03,6281.0
Manufacture of rubber and plastics products,2021-03,4711.8
Manufacture of textiles,2021-03,16094.7
Manufacture of tobacco products,2021-03,4878.9
Manufacture of wearing apparel,2021-03,13750.4
"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",2021-03,1243.9
Manufacturing,2021-03,315939.9
Mining and quarrying,2021-03,1081596.2
Mining of coal and lignite,2021-03,280577.5
Mining of metal ores,2021-03,703873.0
Mining support service activities,2021-03,1951.9
Other manufacturing,2021-03,23966.5
Other mining and quarrying,2021-03,14844.5
Printing and reproduction of recorded media,2021-03,3266.2
Processing and preserving of fruit and vegetables,2021-03,2032.3
Processing and preserving of meat,2021-03,35927.3
Remediation activities and other waste management services,2021-03,1194.5
Total,2021-03,1539529.6
"Waste collection, treatment and disposal activities; materials recovery",2021-03,3520.9
"Water collection, treatment and supply",2021-03,8554.7
"Water supply; sewerage, waste management and remediation activities",2021-03,13270.1
"Electricity, gas, steam and air conditioning supply",2021-04,117884.4
"Electricity, gas, steam and air conditioning supply",2021-04,117884.4
Extraction of crude petroleum and natural gas,2021-04,79183.3
Manufacture of basic metals,2021-04,11362.3
Manufacture of beverages,2021-04,59972.8
Manufacture of chemicals and chemical products,2021-04,7766.4
Manufacture of coke and refined petroleum products,2021-04,2235.3
Manufacture of dairy products,2021-04,30896.0
"Manufacture of fabricated metal products, except machinery and equipment",2021-04,328.4
Manufacture of food products,2021-04,110633.8
Manufacture of furniture,2021-04,641.1
"Manufacture of grain mill products, starches and starch products",2021-04,29094.1
Manufacture of leather and related products,2021-04,681.4
Manufacture of other food products,2021-04,25280.7
Manufacture of other non-metallic mineral products,2021-04,18005.8
Manufacture of other transport equipment,2021-04,251.1
Manufacture of paper and paper products,2021-04,2846.6
"Manufacture of pharmaceuticals, medicinal chemical and botanical products",2021-04,4933.9
Manufacture of rubber and plastics products,2021-04,6138.0
Manufacture of textiles,2021-04,44775.9
Manufacture of tobacco products,2021-04,5591.4
Manufacture of wearing apparel,2021-04,3108.4
"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",2021-04,799.2
Manufacturing,2021-04,304341.9
Mining and quarrying,2021-04,1013817.1
Mining of coal and lignite,2021-04,197341.1
Mining of metal ores,2021-04,718422.3
Mining support service activities,2021-04,2427.9
Other manufacturing,2021-04,22684.0
Other mining and quarrying,2021-04,16442.6
Printing and reproduction of recorded media,2021-04,1586.0
Processing and preserving of fruit and vegetables,2021-04,1815.1
Processing and preserving of meat,2021-04,23547.8
Remediation activities and other waste management services,2021-04,1195.3
Total,2021-04,1449463.5
"Waste collection, treatment and disposal activities; materials recovery",2021-04,3581.2
"Water collection, treatment and supply",2021-04,8643.6
"Water supply; sewerage, waste management and remediation activities",2021-04,13420.1
"Electricity, gas, steam and air conditioning supply",2021-05,98454.3
"Electricity, gas, steam and air conditioning supply",2021-05,98454.3
Extraction of crude petroleum and natural gas,2021-05,82262.2
Manufacture of basic metals,2021-05,19693.5
Manufacture of beverages,2021-05,64920.3
Manufacture of chemicals and chemical products,2021-05,9565.0
Manufacture of coke and refined petroleum products,2021-05,845.9
Manufacture of dairy products,2021-05,31871.9
"Manufacture of fabricated metal products, except machinery and equipment",2021-05,441.0
Manufacture of food products,2021-05,127301.8
Manufacture of furniture,2021-05,1134.4
"Manufacture of grain mill products, starches and starch products",2021-05,25890.6
Manufacture of leather and related products,2021-05,2474.9
Manufacture of other food products,2021-05,29205.4
Manufacture of other non-metallic mineral products,2021-05,32617.8
Manufacture of other transport equipment,2021-05,154.9
Manufacture of paper and paper products,2021-05,4727.4
"Manufacture of pharmaceuticals, medicinal chemical and botanical products",2021-05,7179.9
Manufacture of rubber and plastics products,2021-05,6811.8
Manufacture of textiles,2021-05,109069.0
Manufacture of tobacco products,2021-05,9097.8
Manufacture of wearing apparel,2021-05,15384.9
"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",2021-05,513.3
Manufacturing,2021-05,442283.7
Mining and quarrying,2021-05,1121457.0
Mining of coal and lignite,2021-05,151044.8
Mining of metal ores,2021-05,855726.2
Mining support service activities,2021-05,3950.8
Other manufacturing,2021-05,26450.0
Other mining and quarrying,2021-05,28473.0
Printing and reproduction of recorded media,2021-05,3900.2
Processing and preserving of fruit and vegetables,2021-05,2646.3
Processing and preserving of meat,2021-05,37687.6
Remediation activities and other waste management services,2021-05,1818.3
Total,2021-05,1675331.1
"Waste collection, treatment and disposal activities; materials recovery",2021-05,3860.0
"Water collection, treatment and supply",2021-05,7457.8
"Water supply; sewerage, waste management and remediation activities",2021-05,13136.1
"Electricity, gas, steam and air conditioning supply",2021-06,84689.4
"Electricity, gas, steam and air conditioning supply",2021-06,84689.4
Extraction of crude petroleum and natural gas,2021-06,80955.0
Manufacture of basic metals,2021-06,17407.1
Manufacture of beverages,2021-06,77380.4
Manufacture of chemicals and chemical products,2021-06,6026.4
Manufacture of coke and refined petroleum products,2021-06,904.5
Manufacture of dairy products,2021-06,30934.8
"Manufacture of fabricated metal products, except machinery and equipment",2021-06,691.1
Manufacture of food products,2021-06,115048.2
Manufacture of furniture,2021-06,1652.7
"Manufacture of grain mill products, starches and starch products",2021-06,16686.5
Manufacture of leather and related products,2021-06,2439.4
Manufacture of other food products,2021-06,26439.5
Manufacture of other non-metallic mineral products,2021-06,43213.9
Manufacture of other transport equipment,2021-06,334.3
Manufacture of paper and paper products,2021-06,4202.3
"Manufacture of pharmaceuticals, medicinal chemical and botanical products",2021-06,8750.4
Manufacture of rubber and plastics products,2021-06,4879.4
