Statistical indicator,Division,Year,value
" GDP, at current price, thousand US dollars", Construction,2013,642115.85
" GDP, at current price, thousand US dollars", Construction,2012,616071.41
" GDP, at current price, thousand US dollars", Construction,2011,318307.97
" GDP, at current price, thousand US dollars", Construction,2010,184476.06
" GDP, at current price, thousand US dollars", Construction,2009,59975.42
" GDP, at current price, thousand US dollars", Construction,2008,104666.01
" GDP, at current price, thousand US dollars", Construction,2007,90927.14
" GDP, at current price, thousand US dollars", Construction,2006,73577.74
" GDP, at current price, thousand US dollars", Construction,2005,67542.0
" GDP, at current price, thousand US dollars", Construction,2004,58580.01
" GDP, at current price, thousand US dollars", Construction,2003,60778.02
" GDP, at current price, thousand US dollars", Construction,2002,38600.42
" GDP, at current price, thousand US dollars", Construction,2001,28001.43
" GDP, at current price, thousand US dollars", Construction,2000,25318.8
" GDP, at current price, thousand US dollars", Construction,1999,31473.12
" GDP, at current price, thousand US dollars", Construction,1998,33443.34
" GDP, at current price, thousand US dollars", Construction,1997,32526.43
" GDP, at current price, thousand US dollars", Construction,1996,45542.89
" GDP, at current price, thousand US dollars", Construction,1995,29239.66
" GDP, at current price, thousand US dollars", Construction,1994,20492.83
" GDP, at current price, thousand US dollars", Construction,1993,12527.93
" GDP, at current price, thousand US dollars", Construction,1992,32128.75
" GDP, at current price, thousand US dollars", Construction,1991,37398.68
" GDP, at current price, thousand US dollars", Construction,1990,190562.15
" GDP, at current price, thousand US dollars", Wholesale and retail trade; repair of motor vehicles and motorcycles,2025,2529767.03
" GDP, at current price, thousand US dollars", Wholesale and retail trade; repair of motor vehicles and motorcycles,2024,2593761.81
" GDP, at current price, thousand US dollars", Wholesale and retail trade; repair of motor vehicles and motorcycles,2023,2110997.57
" GDP, at current price, thousand US dollars", Wholesale and retail trade; repair of motor vehicles and motorcycles,2022,1805470.52
" GDP, at current price, thousand US dollars", Wholesale and retail trade; repair of motor vehicles and motorcycles,2021,1428292.45
" GDP, at current price, thousand US dollars", Wholesale and retail trade; repair of motor vehicles and motorcycles,2020,1221529.22
" GDP, at current price, thousand US dollars", Wholesale and retail trade; repair of motor vehicles and motorcycles,2019,1367940.43
" GDP, at current price, thousand US dollars", Wholesale and retail trade; repair of motor vehicles and motorcycles,2018,1249750.99
" GDP, at current price, thousand US dollars", Wholesale and retail trade; repair of motor vehicles and motorcycles,2017,1175020.9
" GDP, at current price, thousand US dollars", Wholesale and retail trade; repair of motor vehicles and motorcycles,2016,1220487.91
" GDP, at current price, thousand US dollars", Wholesale and retail trade; repair of motor vehicles and motorcycles,2015,1352223.33
" GDP, at current price, thousand US dollars", Wholesale and retail trade; repair of motor vehicles and motorcycles,2014,1399543.14
" GDP, at current price, thousand US dollars", Wholesale and retail trade; repair of motor vehicles and motorcycles,2013,1486007.33
" GDP, at current price, thousand US dollars", Wholesale and retail trade; repair of motor vehicles and motorcycles,2012,1641274.42
" GDP, at current price, thousand US dollars", Wholesale and retail trade; repair of motor vehicles and motorcycles,2011,1559236.37
" GDP, at current price, thousand US dollars", Wholesale and retail trade; repair of motor vehicles and motorcycles,2010,883936.78
" GDP, at current price, thousand US dollars", Wholesale and retail trade; repair of motor vehicles and motorcycles,2009,300887.51
" GDP, at current price, thousand US dollars", Wholesale and retail trade; repair of motor vehicles and motorcycles,2008,404962.26
" GDP, at current price, thousand US dollars", Wholesale and retail trade; repair of motor vehicles and motorcycles,2007,267604.55
" GDP, at current price, thousand US dollars", Wholesale and retail trade; repair of motor vehicles and motorcycles,2006,230172.62
" GDP, at current price, thousand US dollars", Wholesale and retail trade; repair of motor vehicles and motorcycles,2005,188731.57
" GDP, at current price, thousand US dollars", Wholesale and retail trade; repair of motor vehicles and motorcycles,2004,170975.26
" GDP, at current price, thousand US dollars", Wholesale and retail trade; repair of motor vehicles and motorcycles,2003,161540.32
" GDP, at current price, thousand US dollars", Wholesale and retail trade; repair of motor vehicles and motorcycles,2002,146627.48
" GDP, at current price, thousand US dollars", Wholesale and retail trade; repair of motor vehicles and motorcycles,2001,118009.26
" GDP, at current price, thousand US dollars", Wholesale and retail trade; repair of motor vehicles and motorcycles,2000,107669.6
" GDP, at current price, thousand US dollars", Wholesale and retail trade; repair of motor vehicles and motorcycles,1999,110038.58
" GDP, at current price, thousand US dollars", Wholesale and retail trade; repair of motor vehicles and motorcycles,1998,131747.71
" GDP, at current price, thousand US dollars", Wholesale and retail trade; repair of motor vehicles and motorcycles,1997,122384.42
" GDP, at current price, thousand US dollars", Wholesale and retail trade; repair of motor vehicles and motorcycles,1996,126692.89
" GDP, at current price, thousand US dollars", Wholesale and retail trade; repair of motor vehicles and motorcycles,1995,133218.71
" GDP, at current price, thousand US dollars", Wholesale and retail trade; repair of motor vehicles and motorcycles,1994,105898.2
" GDP, at current price, thousand US dollars", Wholesale and retail trade; repair of motor vehicles and motorcycles,1993,119060.81
" GDP, at current price, thousand US dollars", Wholesale and retail trade; repair of motor vehicles and motorcycles,1992,145482.49
" GDP, at current price, thousand US dollars", Wholesale and retail trade; repair of motor vehicles and motorcycles,1991,131667.97
" GDP, at current price, thousand US dollars", Wholesale and retail trade; repair of motor vehicles and motorcycles,1990,541582.83
" GDP, at current price, thousand US dollars", Transportation and storage,2025,1206131.14
" GDP, at current price, thousand US dollars", Transportation and storage,2024,1309539.21
" GDP, at current price, thousand US dollars", Transportation and storage,2023,1131054.95
" GDP, at current price, thousand US dollars", Transportation and storage,2022,798425.7
" GDP, at current price, thousand US dollars", Transportation and storage,2021,560508.47
" GDP, at current price, thousand US dollars", Transportation and storage,2020,501787.54
" GDP, at current price, thousand US dollars", Transportation and storage,2019,633233.96
" GDP, at current price, thousand US dollars", Transportation and storage,2018,622296.25
" GDP, at current price, thousand US dollars", Transportation and storage,2017,540309.46
" GDP, at current price, thousand US dollars", Transportation and storage,2016,593361.06
" GDP, at current price, thousand US dollars", Transportation and storage,2015,610130.16
" GDP, at current price, thousand US dollars", Transportation and storage,2014,610002.09
" GDP, at current price, thousand US dollars", Transportation and storage,2013,552930.68
" GDP, at current price, thousand US dollars", Transportation and storage,2012,657957.61
" GDP, at current price, thousand US dollars", Transportation and storage,2011,634435.44
" GDP, at current price, thousand US dollars", Transportation and storage,2010,499768.63
" GDP, at current price, thousand US dollars", Transportation and storage,2009,380238.86
" GDP, at current price, thousand US dollars", Transportation and storage,2008,359594.53
" GDP, at current price, thousand US dollars", Transportation and storage,2007,275381.94
