Indicators,Region,Annual,value
 Pharmaceutical factory, Khentii,2017,0.0
 Pharmaceutical factory, Khentii,2016,0.0
 Pharmaceutical factory, Khentii,2015,0.0
 Pharmaceutical factory, Ulaanbaatar,2024,0.0
 Pharmaceutical factory, Ulaanbaatar,2023,1.0
 Pharmaceutical factory, Ulaanbaatar,2022,2.0
 Pharmaceutical factory, Ulaanbaatar,2021,2.0
 Pharmaceutical factory, Ulaanbaatar,2020,2.0
 Pharmaceutical factory, Ulaanbaatar,2019,40.0
 Pharmaceutical factory, Ulaanbaatar,2018,47.0
 Pharmaceutical factory, Ulaanbaatar,2017,46.0
 Pharmaceutical factory, Ulaanbaatar,2016,39.0
 Pharmaceutical factory, Ulaanbaatar,2015,33.0
 Pharmaceutical factory,   Ulaanbaatar,2024,
 Pharmaceutical factory,   Ulaanbaatar,2023,
 Pharmaceutical factory,   Ulaanbaatar,2022,
 Pharmaceutical factory,   Ulaanbaatar,2021,
 Pharmaceutical factory,   Ulaanbaatar,2020,
 Pharmaceutical factory,   Ulaanbaatar,2019,
 Pharmaceutical factory,   Ulaanbaatar,2018,
 Pharmaceutical factory,   Ulaanbaatar,2017,
 Pharmaceutical factory,   Ulaanbaatar,2016,
 Pharmaceutical factory,   Ulaanbaatar,2015,
 Private drug store,Total,2024,2117.0
 Private drug store,Total,2023,2097.0
 Private drug store,Total,2022,2021.0
 Private drug store,Total,2021,1591.0
 Private drug store,Total,2020,1486.0
 Private drug store,Total,2019,1541.0
 Private drug store,Total,2018,1460.0
 Private drug store,Total,2017,1277.0
 Private drug store,Total,2016,1041.0
 Private drug store,Total,2015,967.0
 Private drug store, Western region,2024,240.0
 Private drug store, Western region,2023,236.0
 Private drug store, Western region,2022,213.0
 Private drug store, Western region,2021,165.0
 Private drug store, Western region,2020,150.0
 Private drug store, Western region,2019,119.0
 Private drug store, Western region,2018,112.0
 Private drug store, Western region,2017,98.0
 Private drug store, Western region,2016,91.0
 Private drug store, Western region,2015,82.0
 Private drug store, Bayan-Ulgii,2024,60.0
 Private drug store, Bayan-Ulgii,2023,65.0
 Private drug store, Bayan-Ulgii,2022,60.0
 Private drug store, Bayan-Ulgii,2021,48.0
 Private drug store, Bayan-Ulgii,2020,39.0
 Private drug store, Bayan-Ulgii,2019,36.0
 Private drug store, Bayan-Ulgii,2018,30.0
 Private drug store, Bayan-Ulgii,2017,22.0
 Private drug store, Bayan-Ulgii,2016,23.0
 Private drug store, Bayan-Ulgii,2015,21.0
 Private drug store, Govi-Altai,2024,37.0
 Private drug store, Govi-Altai,2023,37.0
 Private drug store, Govi-Altai,2022,36.0
 Private drug store, Govi-Altai,2021,33.0
 Private drug store, Govi-Altai,2020,32.0
 Private drug store, Govi-Altai,2019,13.0
 Private drug store, Govi-Altai,2018,13.0
 Private drug store, Govi-Altai,2017,13.0
 Private drug store, Govi-Altai,2016,13.0
 Private drug store, Govi-Altai,2015,11.0
 Private drug store, Zavkhan,2024,34.0
 Private drug store, Zavkhan,2023,34.0
 Private drug store, Zavkhan,2022,27.0
 Private drug store, Zavkhan,2021,26.0
 Private drug store, Zavkhan,2020,26.0
 Private drug store, Zavkhan,2019,25.0
 Private drug store, Zavkhan,2018,25.0
 Private drug store, Zavkhan,2017,20.0
 Private drug store, Zavkhan,2016,21.0
 Private drug store, Zavkhan,2015,20.0
 Private drug store, Uvs,2024,56.0
 Private drug store, Uvs,2023,54.0
 Private drug store, Uvs,2022,46.0
 Private drug store, Uvs,2021,32.0
 Private drug store, Uvs,2020,27.0
 Private drug store, Uvs,2019,20.0
 Private drug store, Uvs,2018,22.0
 Private drug store, Uvs,2017,22.0
 Private drug store, Uvs,2016,22.0
 Private drug store, Uvs,2015,18.0
 Private drug store, Khovd,2024,53.0
 Private drug store, Khovd,2023,46.0
 Private drug store, Khovd,2022,44.0
 Private drug store, Khovd,2021,26.0
 Private drug store, Khovd,2020,26.0
 Private drug store, Khovd,2019,25.0
 Private drug store, Khovd,2018,22.0
 Private drug store, Khovd,2017,21.0
 Private drug store, Khovd,2016,12.0
 Private drug store, Khovd,2015,12.0
 Private drug store, Khangai region,2024,368.0
 Private drug store, Khangai region,2023,368.0
 Private drug store, Khangai region,2022,362.0
 Private drug store, Khangai region,2021,333.0
 Private drug store, Khangai region,2020,277.0
 Private drug store, Khangai region,2019,256.0
 Private drug store, Khangai region,2018,244.0
 Private drug store, Khangai region,2017,247.0
 Private drug store, Khangai region,2016,226.0
 Private drug store, Khangai region,2015,198.0
 Private drug store, Arkhangai,2024,56.0
 Private drug store, Arkhangai,2023,56.0
 Private drug store, Arkhangai,2022,57.0
 Private drug store, Arkhangai,2021,54.0
 Private drug store, Arkhangai,2020,54.0
 Private drug store, Arkhangai,2019,51.0
 Private drug store, Arkhangai,2018,47.0
 Private drug store, Arkhangai,2017,41.0
 Private drug store, Arkhangai,2016,38.0
 Private drug store, Arkhangai,2015,39.0
 Private drug store, Bayankhongor,2024,48.0
 Private drug store, Bayankhongor,2023,48.0
 Private drug store, Bayankhongor,2022,48.0
 Private drug store, Bayankhongor,2021,43.0
 Private drug store, Bayankhongor,2020,43.0
 Private drug store, Bayankhongor,2019,21.0
 Private drug store, Bayankhongor,2018,23.0
 Private drug store, Bayankhongor,2017,36.0
 Private drug store, Bayankhongor,2016,35.0
 Private drug store, Bayankhongor,2015,15.0
 Private drug store, Bulgan,2024,36.0
 Private drug store, Bulgan,2023,37.0
 Private drug store, Bulgan,2022,41.0
 Private drug store, Bulgan,2021,43.0
 Private drug store, Bulgan,2020,38.0
 Private drug store, Bulgan,2019,37.0
 Private drug store, Bulgan,2018,32.0
 Private drug store, Bulgan,2017,26.0
 Private drug store, Bulgan,2016,26.0
 Private drug store, Bulgan,2015,25.0
 Private drug store, Orkhon,2024,75.0
 Private drug store, Orkhon,2023,81.0
 Private drug store, Orkhon,2022,85.0
 Private drug store, Orkhon,2021,76.0
 Private drug store, Orkhon,2020,66.0
 Private drug store, Orkhon,2019,59.0
 Private drug store, Orkhon,2018,56.0
 Private drug store, Orkhon,2017,56.0
 Private drug store, Orkhon,2016,51.0
 Private drug store, Orkhon,2015,49.0
 Private drug store, Uvurkhangai,2024,77.0
 Private drug store, Uvurkhangai,2023,80.0
 Private drug store, Uvurkhangai,2022,52.0
 Private drug store, Uvurkhangai,2021,44.0
 Private drug store, Uvurkhangai,2020,32.0
 Private drug store, Uvurkhangai,2019,51.0
 Private drug store, Uvurkhangai,2018,46.0
 Private drug store, Uvurkhangai,2017,49.0
 Private drug store, Uvurkhangai,2016,39.0
 Private drug store, Uvurkhangai,2015,33.0
 Private drug store, Khuvsgul,2024,79.0
 Private drug store, Khuvsgul,2023,66.0
 Private drug store, Khuvsgul,2022,79.0
 Private drug store, Khuvsgul,2021,73.0
 Private drug store, Khuvsgul,2020,44.0
 Private drug store, Khuvsgul,2019,37.0
 Private drug store, Khuvsgul,2018,40.0
 Private drug store, Khuvsgul,2017,39.0
 Private drug store, Khuvsgul,2016,37.0
 Private drug store, Khuvsgul,2015,37.0
 Private drug store, Central region,2024,259.0
 Private drug store, Central region,2023,254.0
 Private drug store, Central region,2022,215.0
 Private drug store, Central region,2021,201.0
 Private drug store, Central region,2020,164.0
 Private drug store, Central region,2019,166.0
 Private drug store, Central region,2018,181.0
 Private drug store, Central region,2017,180.0
 Private drug store, Central region,2016,165.0
 Private drug store, Central region,2015,160.0
 Private drug store, Govisumber,2024,12.0
 Private drug store, Govisumber,2023,12.0
 Private drug store, Govisumber,2022,9.0
 Private drug store, Govisumber,2021,10.0
 Private drug store, Govisumber,2020,9.0
 Private drug store, Govisumber,2019,7.0
 Private drug store, Govisumber,2018,10.0
 Private drug store, Govisumber,2017,9.0
 Private drug store, Govisumber,2016,9.0
 Private drug store, Govisumber,2015,8.0
 Private drug store, Darkhan-Uul,2024,68.0
 Private drug store, Darkhan-Uul,2023,60.0
 Private drug store, Darkhan-Uul,2022,55.0
 Private drug store, Darkhan-Uul,2021,54.0
 Private drug store, Darkhan-Uul,2020,37.0
 Private drug store, Darkhan-Uul,2019,37.0
 Private drug store, Darkhan-Uul,2018,47.0
 Private drug store, Darkhan-Uul,2017,53.0
 Private drug store, Darkhan-Uul,2016,53.0
 Private drug store, Darkhan-Uul,2015,53.0
 Private drug store, Dornogovi,2024,45.0
 Private drug store, Dornogovi,2023,50.0
 Private drug store, Dornogovi,2022,32.0
 Private drug store, Dornogovi,2021,31.0
 Private drug store, Dornogovi,2020,25.0
 Private drug store, Dornogovi,2019,28.0
 Private drug store, Dornogovi,2018,24.0
 Private drug store, Dornogovi,2017,19.0
 Private drug store, Dornogovi,2016,18.0
 Private drug store, Dornogovi,2015,15.0
 Private drug store, Dundgovi,2024,22.0
 Private drug store, Dundgovi,2023,18.0
 Private drug store, Dundgovi,2022,11.0
 Private drug store, Dundgovi,2021,10.0
 Private drug store, Dundgovi,2020,9.0
 Private drug store, Dundgovi,2019,9.0
 Private drug store, Dundgovi,2018,10.0
 Private drug store, Dundgovi,2017,10.0
 Private drug store, Dundgovi,2016,11.0
 Private drug store, Dundgovi,2015,9.0
 Private drug store, Umnugovi,2024,58.0
 Private drug store, Umnugovi,2023,60.0
 Private drug store, Umnugovi,2022,57.0
 Private drug store, Umnugovi,2021,51.0
 Private drug store, Umnugovi,2020,46.0
 Private drug store, Umnugovi,2019,43.0
 Private drug store, Umnugovi,2018,41.0
 Private drug store, Umnugovi,2017,38.0
 Private drug store, Umnugovi,2016,33.0
 Private drug store, Umnugovi,2015,33.0
 Private drug store, Selenge,2024,32.0
 Private drug store, Selenge,2023,35.0
 Private drug store, Selenge,2022,34.0
 Private drug store, Selenge,2021,28.0
 Private drug store, Selenge,2020,29.0
 Private drug store, Selenge,2019,28.0
 Private drug store, Selenge,2018,34.0
 Private drug store, Selenge,2017,34.0
 Private drug store, Selenge,2016,26.0
 Private drug store, Selenge,2015,29.0
 Private drug store, Tuv,2024,22.0
 Private drug store, Tuv,2023,19.0
 Private drug store, Tuv,2022,17.0
 Private drug store, Tuv,2021,17.0
 Private drug store, Tuv,2020,9.0
 Private drug store, Tuv,2019,14.0
 Private drug store, Tuv,2018,15.0
 Private drug store, Tuv,2017,17.0
 Private drug store, Tuv,2016,15.0
 Private drug store, Tuv,2015,13.0
 Private drug store, Eastern region,2024,94.0
 Private drug store, Eastern region,2023,97.0
 Private drug store, Eastern region,2022,94.0
 Private drug store, Eastern region,2021,98.0
 Private drug store, Eastern region,2020,48.0
 Private drug store, Eastern region,2019,50.0
 Private drug store, Eastern region,2018,50.0
 Private drug store, Eastern region,2017,49.0
 Private drug store, Eastern region,2016,44.0
 Private drug store, Eastern region,2015,41.0
 Private drug store, Dornod,2024,37.0
 Private drug store, Dornod,2023,37.0
 Private drug store, Dornod,2022,35.0
 Private drug store, Dornod,2021,25.0
 Private drug store, Dornod,2020,17.0
 Private drug store, Dornod,2019,13.0
 Private drug store, Dornod,2018,13.0
 Private drug store, Dornod,2017,14.0
 Private drug store, Dornod,2016,11.0
 Private drug store, Dornod,2015,10.0
 Private drug store, Sukhbaatar,2024,6.0
 Private drug store, Sukhbaatar,2023,9.0
 Private drug store, Sukhbaatar,2022,9.0
 Private drug store, Sukhbaatar,2021,27.0
 Private drug store, Sukhbaatar,2020,0.0
 Private drug store, Sukhbaatar,2019,10.0
 Private drug store, Sukhbaatar,2018,10.0
 Private drug store, Sukhbaatar,2017,10.0
 Private drug store, Sukhbaatar,2016,10.0
 Private drug store, Sukhbaatar,2015,11.0
 Private drug store, Khentii,2024,51.0
 Private drug store, Khentii,2023,51.0
 Private drug store, Khentii,2022,50.0
 Private drug store, Khentii,2021,46.0
 Private drug store, Khentii,2020,31.0
 Private drug store, Khentii,2019,27.0
 Private drug store, Khentii,2018,27.0
 Private drug store, Khentii,2017,25.0
 Private drug store, Khentii,2016,23.0
 Private drug store, Khentii,2015,20.0
 Private drug store, Ulaanbaatar,2024,1150.0
 Private drug store, Ulaanbaatar,2023,1142.0
 Private drug store, Ulaanbaatar,2022,1137.0
 Private drug store, Ulaanbaatar,2021,794.0
 Private drug store, Ulaanbaatar,2020,847.0
 Private drug store, Ulaanbaatar,2019,950.0
 Private drug store, Ulaanbaatar,2018,873.0
 Private drug store, Ulaanbaatar,2017,703.0
 Private drug store, Ulaanbaatar,2016,515.0
 Private drug store, Ulaanbaatar,2015,486.0
 Private drug store,   Ulaanbaatar,2024,
 Private drug store,   Ulaanbaatar,2023,
 Private drug store,   Ulaanbaatar,2022,
 Private drug store,   Ulaanbaatar,2021,
 Private drug store,   Ulaanbaatar,2020,
 Private drug store,   Ulaanbaatar,2019,
 Private drug store,   Ulaanbaatar,2018,
 Private drug store,   Ulaanbaatar,2017,
 Private drug store,   Ulaanbaatar,2016,
 Private drug store,   Ulaanbaatar,2015,
Other,Total,2024,142.0
Other,Total,2023,140.0
Other,Total,2022,138.0
Other,Total,2021,140.0
Other,Total,2020,140.0
Other,Total,2019,138.0
Other,Total,2018,104.0
Other,Total,2017,99.0
Other,Total,2016,100.0
Other,Total,2015,96.0
Other, Western region,2024,31.0
Other, Western region,2023,36.0
Other, Western region,2022,34.0
Other, Western region,2021,40.0
Other, Western region,2020,26.0
Other, Western region,2019,29.0
Other, Western region,2018,21.0
Other, Western region,2017,18.0
Other, Western region,2016,18.0
Other, Western region,2015,19.0
Other, Bayan-Ulgii,2024,11.0
Other, Bayan-Ulgii,2023,12.0
Other, Bayan-Ulgii,2022,12.0
Other, Bayan-Ulgii,2021,12.0
Other, Bayan-Ulgii,2020,7.0
Other, Bayan-Ulgii,2019,6.0
Other, Bayan-Ulgii,2018,3.0
Other, Bayan-Ulgii,2017,3.0
Other, Bayan-Ulgii,2016,3.0
Other, Bayan-Ulgii,2015,4.0
Other, Govi-Altai,2024,7.0
Other, Govi-Altai,2023,7.0
Other, Govi-Altai,2022,6.0
Other, Govi-Altai,2021,5.0
Other, Govi-Altai,2020,2.0
Other, Govi-Altai,2019,3.0
Other, Govi-Altai,2018,6.0
Other, Govi-Altai,2017,4.0
Other, Govi-Altai,2016,4.0
Other, Govi-Altai,2015,4.0
Other, Zavkhan,2024,5.0
Other, Zavkhan,2023,7.0
Other, Zavkhan,2022,6.0
Other, Zavkhan,2021,6.0
Other, Zavkhan,2020,3.0
Other, Zavkhan,2019,4.0
Other, Zavkhan,2018,3.0
Other, Zavkhan,2017,2.0
Other, Zavkhan,2016,3.0
Other, Zavkhan,2015,3.0
Other, Uvs,2024,2.0
Other, Uvs,2023,2.0
Other, Uvs,2022,2.0
Other, Uvs,2021,5.0
Other, Uvs,2020,3.0
Other, Uvs,2019,6.0
Other, Uvs,2018,4.0
Other, Uvs,2017,4.0
Other, Uvs,2016,4.0
Other, Uvs,2015,4.0
Other, Khovd,2024,8.0
Other, Khovd,2023,8.0
Other, Khovd,2022,8.0
Other, Khovd,2021,12.0
Other, Khovd,2020,11.0
Other, Khovd,2019,10.0
Other, Khovd,2018,5.0
Other, Khovd,2017,5.0
Other, Khovd,2016,4.0
Other, Khovd,2015,4.0
Other, Khangai region,2024,19.0
Other, Khangai region,2023,19.0
Other, Khangai region,2022,17.0
Other, Khangai region,2021,16.0
Other, Khangai region,2020,20.0
Other, Khangai region,2019,28.0
Other, Khangai region,2018,21.0
Other, Khangai region,2017,19.0
Other, Khangai region,2016,17.0
Other, Khangai region,2015,15.0
Other, Arkhangai,2024,3.0
Other, Arkhangai,2023,3.0
Other, Arkhangai,2022,3.0
Other, Arkhangai,2021,3.0
Other, Arkhangai,2020,3.0
Other, Arkhangai,2019,3.0
Other, Arkhangai,2018,2.0
Other, Arkhangai,2017,2.0
Other, Arkhangai,2016,2.0
Other, Arkhangai,2015,2.0
Other, Bayankhongor,2024,6.0
Other, Bayankhongor,2023,6.0
Other, Bayankhongor,2022,6.0
Other, Bayankhongor,2021,2.0
Other, Bayankhongor,2020,4.0
Other, Bayankhongor,2019,6.0
Other, Bayankhongor,2018,2.0
Other, Bayankhongor,2017,2.0
Other, Bayankhongor,2016,6.0
Other, Bayankhongor,2015,3.0
Other, Bulgan,2024,1.0
Other, Bulgan,2023,1.0
Other, Bulgan,2022,1.0
Other, Bulgan,2021,2.0
Other, Bulgan,2020,5.0
Other, Bulgan,2019,4.0
Other, Bulgan,2018,3.0
Other, Bulgan,2017,1.0
Other, Bulgan,2016,1.0
Other, Bulgan,2015,1.0
Other, Orkhon,2024,1.0
Other, Orkhon,2023,1.0
Other, Orkhon,2022,1.0
Other, Orkhon,2021,1.0
Other, Orkhon,2020,1.0
Other, Orkhon,2019,1.0
Other, Orkhon,2018,2.0
Other, Orkhon,2017,2.0
Other, Orkhon,2016,2.0
Other, Orkhon,2015,2.0
Other, Uvurkhangai,2024,3.0
Other, Uvurkhangai,2023,4.0
Other, Uvurkhangai,2022,2.0
Other, Uvurkhangai,2021,4.0
Other, Uvurkhangai,2020,4.0
Other, Uvurkhangai,2019,6.0
Other, Uvurkhangai,2018,5.0
Other, Uvurkhangai,2017,5.0
Other, Uvurkhangai,2016,4.0
Other, Uvurkhangai,2015,5.0
Other, Khuvsgul,2024,4.0
Other, Khuvsgul,2023,4.0
Other, Khuvsgul,2022,4.0
Other, Khuvsgul,2021,4.0
Other, Khuvsgul,2020,3.0
Other, Khuvsgul,2019,8.0
Other, Khuvsgul,2018,7.0
Other, Khuvsgul,2017,7.0
Other, Khuvsgul,2016,2.0
Other, Khuvsgul,2015,2.0
Other, Central region,2024,40.0
Other, Central region,2023,35.0
Other, Central region,2022,36.0
Other, Central region,2021,34.0
Other, Central region,2020,34.0
Other, Central region,2019,33.0
Other, Central region,2018,23.0
Other, Central region,2017,25.0
Other, Central region,2016,26.0
Other, Central region,2015,27.0
Other, Govisumber,2024,2.0
Other, Govisumber,2023,2.0
Other, Govisumber,2022,2.0
Other, Govisumber,2021,1.0
Other, Govisumber,2020,6.0
Other, Govisumber,2019,6.0
Other, Govisumber,2018,2.0
Other, Govisumber,2017,2.0
Other, Govisumber,2016,2.0
Other, Govisumber,2015,3.0
Other, Darkhan-Uul,2024,2.0
Other, Darkhan-Uul,2023,2.0
Other, Darkhan-Uul,2022,2.0
Other, Darkhan-Uul,2021,2.0
Other, Darkhan-Uul,2020,2.0
Other, Darkhan-Uul,2019,1.0
Other, Darkhan-Uul,2018,2.0
Other, Darkhan-Uul,2017,2.0
Other, Darkhan-Uul,2016,2.0
Other, Darkhan-Uul,2015,2.0
Other, Dornogovi,2024,7.0
Other, Dornogovi,2023,7.0
Other, Dornogovi,2022,7.0
Other, Dornogovi,2021,7.0
Other, Dornogovi,2020,7.0
Other, Dornogovi,2019,7.0
Other, Dornogovi,2018,7.0
Other, Dornogovi,2017,7.0
Other, Dornogovi,2016,7.0
Other, Dornogovi,2015,7.0
Other, Dundgovi,2024,9.0
Other, Dundgovi,2023,9.0
Other, Dundgovi,2022,9.0
Other, Dundgovi,2021,6.0
Other, Dundgovi,2020,4.0
Other, Dundgovi,2019,6.0
Other, Dundgovi,2018,3.0
Other, Dundgovi,2017,3.0
Other, Dundgovi,2016,3.0
Other, Dundgovi,2015,2.0
Other, Umnugovi,2024,5.0
Other, Umnugovi,2023,5.0
Other, Umnugovi,2022,6.0
Other, Umnugovi,2021,10.0
Other, Umnugovi,2020,8.0
Other, Umnugovi,2019,7.0
Other, Umnugovi,2018,5.0
Other, Umnugovi,2017,5.0
Other, Umnugovi,2016,5.0
Other, Umnugovi,2015,5.0
Other, Selenge,2024,12.0
Other, Selenge,2023,7.0
Other, Selenge,2022,8.0
Other, Selenge,2021,7.0
Other, Selenge,2020,6.0
Other, Selenge,2019,4.0
Other, Selenge,2018,3.0
Other, Selenge,2017,5.0
Other, Selenge,2016,5.0
Other, Selenge,2015,5.0
Other, Tuv,2024,3.0
Other, Tuv,2023,3.0
Other, Tuv,2022,2.0
Other, Tuv,2021,1.0
Other, Tuv,2020,1.0
Other, Tuv,2019,2.0
Other, Tuv,2018,1.0
Other, Tuv,2017,1.0
Other, Tuv,2016,2.0
Other, Tuv,2015,3.0
Other, Eastern region,2024,8.0
Other, Eastern region,2023,7.0
Other, Eastern region,2022,7.0
Other, Eastern region,2021,7.0
Other, Eastern region,2020,6.0
Other, Eastern region,2019,7.0
Other, Eastern region,2018,9.0
Other, Eastern region,2017,8.0
Other, Eastern region,2016,8.0
Other, Eastern region,2015,6.0
Other, Dornod,2024,2.0
Other, Dornod,2023,2.0
Other, Dornod,2022,2.0
Other, Dornod,2021,2.0
Other, Dornod,2020,2.0
Other, Dornod,2019,2.0
Other, Dornod,2018,2.0
Other, Dornod,2017,2.0
Other, Dornod,2016,2.0
Other, Dornod,2015,2.0
Other, Sukhbaatar,2024,3.0
Other, Sukhbaatar,2023,2.0
Other, Sukhbaatar,2022,2.0
Other, Sukhbaatar,2021,1.0
Other, Sukhbaatar,2020,1.0
Other, Sukhbaatar,2019,1.0
Other, Sukhbaatar,2018,3.0
Other, Sukhbaatar,2017,3.0
Other, Sukhbaatar,2016,3.0
Other, Sukhbaatar,2015,1.0
Other, Khentii,2024,3.0
Other, Khentii,2023,3.0
Other, Khentii,2022,3.0
Other, Khentii,2021,4.0
Other, Khentii,2020,3.0
Other, Khentii,2019,4.0
Other, Khentii,2018,4.0
Other, Khentii,2017,3.0
Other, Khentii,2016,3.0
Other, Khentii,2015,3.0
Other, Ulaanbaatar,2024,45.0
