Types,Region,Year,value
Trailer, Sukhbaatar,2015,90.0
Trailer, Sukhbaatar,2014,78.0
Trailer, Sukhbaatar,2013,67.0
Trailer, Sukhbaatar,2012,63.0
Trailer, Sukhbaatar,1957,
Trailer, Sukhbaatar,1956,
Trailer, Sukhbaatar,1955,
Trailer, Sukhbaatar,1954,
Trailer, Sukhbaatar,1953,
Trailer, Sukhbaatar,1952,
Trailer, Sukhbaatar,1951,
Trailer, Sukhbaatar,1950,
Trailer, Sukhbaatar,1949,
Trailer, Sukhbaatar,1948,
Trailer, Sukhbaatar,1947,
Trailer, Sukhbaatar,1946,
Trailer, Sukhbaatar,1945,
Trailer, Sukhbaatar,1944,
Trailer, Sukhbaatar,1943,
Trailer, Sukhbaatar,1942,
Trailer, Sukhbaatar,1941,
Trailer, Sukhbaatar,1940,
Trailer, Khentii,2025,657.0
Trailer, Khentii,2024,312.0
Trailer, Khentii,2023,251.0
Trailer, Khentii,2022,274.0
Trailer, Khentii,2021,251.0
Trailer, Khentii,2020,226.0
Trailer, Khentii,2019,265.0
Trailer, Khentii,2018,189.0
Trailer, Khentii,2017,164.0
Trailer, Khentii,2016,163.0
Trailer, Khentii,2015,153.0
Trailer, Khentii,2014,151.0
Trailer, Khentii,2013,126.0
Trailer, Khentii,2012,113.0
Trailer, Khentii,1957,
Trailer, Khentii,1956,
Trailer, Khentii,1955,
Trailer, Khentii,1954,
Trailer, Khentii,1953,
Trailer, Khentii,1952,
Trailer, Khentii,1951,
Trailer, Khentii,1950,
Trailer, Khentii,1949,
Trailer, Khentii,1948,
Trailer, Khentii,1947,
Trailer, Khentii,1946,
Trailer, Khentii,1945,
Trailer, Khentii,1944,
Trailer, Khentii,1943,
Trailer, Khentii,1942,
Trailer, Khentii,1941,
Trailer, Khentii,1940,
Trailer, Ulaanbaatar,2025,40113.0
Trailer, Ulaanbaatar,2024,45007.0
Trailer, Ulaanbaatar,2023,40078.0
Trailer, Ulaanbaatar,2022,34538.0
Trailer, Ulaanbaatar,2021,27326.0
Trailer, Ulaanbaatar,2020,22452.0
Trailer, Ulaanbaatar,2019,22959.0
Trailer, Ulaanbaatar,2018,18734.0
Trailer, Ulaanbaatar,2017,15459.0
Trailer, Ulaanbaatar,2016,13947.0
Trailer, Ulaanbaatar,2015,13835.0
Trailer, Ulaanbaatar,2014,14093.0
Trailer, Ulaanbaatar,2013,13783.0
Trailer, Ulaanbaatar,2012,13374.0
Trailer, Ulaanbaatar,1957,
Trailer, Ulaanbaatar,1956,
Trailer, Ulaanbaatar,1955,
Trailer, Ulaanbaatar,1954,
Trailer, Ulaanbaatar,1953,
Trailer, Ulaanbaatar,1952,
Trailer, Ulaanbaatar,1951,
Trailer, Ulaanbaatar,1950,
Trailer, Ulaanbaatar,1949,
Trailer, Ulaanbaatar,1948,
Trailer, Ulaanbaatar,1947,
Trailer, Ulaanbaatar,1946,
Trailer, Ulaanbaatar,1945,
Trailer, Ulaanbaatar,1944,
Trailer, Ulaanbaatar,1943,
Trailer, Ulaanbaatar,1942,
Trailer, Ulaanbaatar,1941,
Trailer, Ulaanbaatar,1940,
Trailer,  Ulaanbaatar,2025,40113.0
Trailer,  Ulaanbaatar,2024,45007.0
Trailer,  Ulaanbaatar,2023,40078.0
Trailer,  Ulaanbaatar,2022,34538.0
Trailer,  Ulaanbaatar,2021,27326.0
Trailer,  Ulaanbaatar,2020,22452.0
Trailer,  Ulaanbaatar,2019,22959.0
Trailer,  Ulaanbaatar,2018,18734.0
Trailer,  Ulaanbaatar,2017,15459.0
Trailer,  Ulaanbaatar,2016,13947.0
Trailer,  Ulaanbaatar,2015,13835.0
Trailer,  Ulaanbaatar,2014,14093.0
Trailer,  Ulaanbaatar,2013,13783.0
Trailer,  Ulaanbaatar,2012,13374.0
Trailer,  Ulaanbaatar,1957,
Trailer,  Ulaanbaatar,1956,
Trailer,  Ulaanbaatar,1955,
Trailer,  Ulaanbaatar,1954,
Trailer,  Ulaanbaatar,1953,
Trailer,  Ulaanbaatar,1952,
Trailer,  Ulaanbaatar,1951,
Trailer,  Ulaanbaatar,1950,
Trailer,  Ulaanbaatar,1949,
Trailer,  Ulaanbaatar,1948,
Trailer,  Ulaanbaatar,1947,
Trailer,  Ulaanbaatar,1946,
Trailer,  Ulaanbaatar,1945,
Trailer,  Ulaanbaatar,1944,
Trailer,  Ulaanbaatar,1943,
Trailer,  Ulaanbaatar,1942,
Trailer,  Ulaanbaatar,1941,
Trailer,  Ulaanbaatar,1940,
Motocycle,Total,2025,40561.0
Motocycle,Total,2024,35607.0
Motocycle,Total,2023,31520.0
Motocycle,Total,2022,54760.0
Motocycle,Total,2021,71677.0
Motocycle,Total,2020,67781.0
Motocycle,Total,2019,46951.0
Motocycle,Total,2018,55926.0
Motocycle,Total,2017,48203.0
Motocycle,Total,2016,42752.0
Motocycle,Total,2015,38472.0
Motocycle,Total,2014,34388.0
Motocycle,Total,2013,25559.0
Motocycle,Total,2012,24569.0
Motocycle,Total,1957,
Motocycle,Total,1956,
Motocycle,Total,1955,
Motocycle,Total,1954,
Motocycle,Total,1953,
Motocycle,Total,1952,
Motocycle,Total,1951,
Motocycle,Total,1950,
Motocycle,Total,1949,
Motocycle,Total,1948,
Motocycle,Total,1947,
Motocycle,Total,1946,
Motocycle,Total,1945,
Motocycle,Total,1944,
Motocycle,Total,1943,
Motocycle,Total,1942,
Motocycle,Total,1941,
Motocycle,Total,1940,
Motocycle, Western region,2025,10635.0
Motocycle, Western region,2024,10326.0
Motocycle, Western region,2023,9426.0
Motocycle, Western region,2022,12755.0
Motocycle, Western region,2021,15198.0
Motocycle, Western region,2020,13754.0
Motocycle, Western region,2019,8939.0
Motocycle, Western region,2018,14349.0
Motocycle, Western region,2017,11865.0
Motocycle, Western region,2016,10227.0
Motocycle, Western region,2015,9012.0
Motocycle, Western region,2014,8104.0
Motocycle, Western region,2013,5600.0
Motocycle, Western region,2012,5598.0
Motocycle, Western region,1957,
Motocycle, Western region,1956,
Motocycle, Western region,1955,
Motocycle, Western region,1954,
Motocycle, Western region,1953,
Motocycle, Western region,1952,
Motocycle, Western region,1951,
Motocycle, Western region,1950,
Motocycle, Western region,1949,
Motocycle, Western region,1948,
Motocycle, Western region,1947,
Motocycle, Western region,1946,
Motocycle, Western region,1945,
Motocycle, Western region,1944,
Motocycle, Western region,1943,
Motocycle, Western region,1942,
Motocycle, Western region,1941,
Motocycle, Western region,1940,
Motocycle, Bayan-Ulgii,2025,3582.0
Motocycle, Bayan-Ulgii,2024,3189.0
Motocycle, Bayan-Ulgii,2023,2820.0
Motocycle, Bayan-Ulgii,2022,3116.0
Motocycle, Bayan-Ulgii,2021,2852.0
Motocycle, Bayan-Ulgii,2020,2227.0
Motocycle, Bayan-Ulgii,2019,1509.0
Motocycle, Bayan-Ulgii,2018,5533.0
Motocycle, Bayan-Ulgii,2017,4761.0
Motocycle, Bayan-Ulgii,2016,4486.0
Motocycle, Bayan-Ulgii,2015,4283.0
Motocycle, Bayan-Ulgii,2014,3860.0
Motocycle, Bayan-Ulgii,2013,2467.0
Motocycle, Bayan-Ulgii,2012,2469.0
Motocycle, Bayan-Ulgii,1957,
Motocycle, Bayan-Ulgii,1956,
Motocycle, Bayan-Ulgii,1955,
Motocycle, Bayan-Ulgii,1954,
Motocycle, Bayan-Ulgii,1953,
Motocycle, Bayan-Ulgii,1952,
Motocycle, Bayan-Ulgii,1951,
Motocycle, Bayan-Ulgii,1950,
Motocycle, Bayan-Ulgii,1949,
Motocycle, Bayan-Ulgii,1948,
Motocycle, Bayan-Ulgii,1947,
Motocycle, Bayan-Ulgii,1946,
Motocycle, Bayan-Ulgii,1945,
Motocycle, Bayan-Ulgii,1944,
Motocycle, Bayan-Ulgii,1943,
Motocycle, Bayan-Ulgii,1942,
Motocycle, Bayan-Ulgii,1941,
Motocycle, Bayan-Ulgii,1940,
Motocycle, Govi-Altai,2025,1746.0
Motocycle, Govi-Altai,2024,1748.0
Motocycle, Govi-Altai,2023,1674.0
Motocycle, Govi-Altai,2022,2567.0
Motocycle, Govi-Altai,2021,2699.0
Motocycle, Govi-Altai,2020,2467.0
Motocycle, Govi-Altai,2019,1890.0
Motocycle, Govi-Altai,2018,1615.0
Motocycle, Govi-Altai,2017,1066.0
Motocycle, Govi-Altai,2016,440.0
Motocycle, Govi-Altai,2015,3.0
Motocycle, Govi-Altai,2014,3.0
Motocycle, Govi-Altai,2013,2.0
Motocycle, Govi-Altai,2012,2.0
Motocycle, Govi-Altai,1957,
Motocycle, Govi-Altai,1956,
Motocycle, Govi-Altai,1955,
Motocycle, Govi-Altai,1954,
Motocycle, Govi-Altai,1953,
Motocycle, Govi-Altai,1952,
Motocycle, Govi-Altai,1951,
Motocycle, Govi-Altai,1950,
Motocycle, Govi-Altai,1949,
Motocycle, Govi-Altai,1948,
Motocycle, Govi-Altai,1947,
Motocycle, Govi-Altai,1946,
Motocycle, Govi-Altai,1945,
Motocycle, Govi-Altai,1944,
Motocycle, Govi-Altai,1943,
Motocycle, Govi-Altai,1942,
Motocycle, Govi-Altai,1941,
Motocycle, Govi-Altai,1940,
Motocycle, Zavkhan,2025,991.0
Motocycle, Zavkhan,2024,1009.0
Motocycle, Zavkhan,2023,945.0
Motocycle, Zavkhan,2022,1235.0
Motocycle, Zavkhan,2021,2968.0
Motocycle, Zavkhan,2020,2902.0
Motocycle, Zavkhan,2019,1861.0
Motocycle, Zavkhan,2018,2489.0
Motocycle, Zavkhan,2017,2218.0
Motocycle, Zavkhan,2016,2049.0
Motocycle, Zavkhan,2015,1848.0
Motocycle, Zavkhan,2014,1770.0
Motocycle, Zavkhan,2013,965.0
Motocycle, Zavkhan,2012,962.0
Motocycle, Zavkhan,1957,
Motocycle, Zavkhan,1956,
Motocycle, Zavkhan,1955,
Motocycle, Zavkhan,1954,
Motocycle, Zavkhan,1953,
Motocycle, Zavkhan,1952,
Motocycle, Zavkhan,1951,
Motocycle, Zavkhan,1950,
Motocycle, Zavkhan,1949,
Motocycle, Zavkhan,1948,
Motocycle, Zavkhan,1947,
Motocycle, Zavkhan,1946,
Motocycle, Zavkhan,1945,
Motocycle, Zavkhan,1944,
Motocycle, Zavkhan,1943,
Motocycle, Zavkhan,1942,
Motocycle, Zavkhan,1941,
Motocycle, Zavkhan,1940,
Motocycle, Uvs,2025,3130.0
Motocycle, Uvs,2024,3231.0
Motocycle, Uvs,2023,2942.0
Motocycle, Uvs,2022,3856.0
Motocycle, Uvs,2021,4696.0
Motocycle, Uvs,2020,4276.0
Motocycle, Uvs,2019,2530.0
Motocycle, Uvs,2018,3188.0
Motocycle, Uvs,2017,2406.0
Motocycle, Uvs,2016,1988.0
Motocycle, Uvs,2015,1696.0
Motocycle, Uvs,2014,1443.0
Motocycle, Uvs,2013,1311.0
Motocycle, Uvs,2012,1311.0
Motocycle, Uvs,1957,
Motocycle, Uvs,1956,
Motocycle, Uvs,1955,
Motocycle, Uvs,1954,
Motocycle, Uvs,1953,
Motocycle, Uvs,1952,
Motocycle, Uvs,1951,
Motocycle, Uvs,1950,
Motocycle, Uvs,1949,
Motocycle, Uvs,1948,
Motocycle, Uvs,1947,
Motocycle, Uvs,1946,
Motocycle, Uvs,1945,
Motocycle, Uvs,1944,
Motocycle, Uvs,1943,
Motocycle, Uvs,1942,
Motocycle, Uvs,1941,
Motocycle, Uvs,1940,
Motocycle, Khovd,2025,1186.0
Motocycle, Khovd,2024,1149.0
Motocycle, Khovd,2023,1045.0
Motocycle, Khovd,2022,1981.0
Motocycle, Khovd,2021,1983.0
Motocycle, Khovd,2020,1882.0
Motocycle, Khovd,2019,1149.0
Motocycle, Khovd,2018,1524.0
Motocycle, Khovd,2017,1414.0
Motocycle, Khovd,2016,1264.0
Motocycle, Khovd,2015,1182.0
Motocycle, Khovd,2014,1028.0
Motocycle, Khovd,2013,855.0
Motocycle, Khovd,2012,854.0
Motocycle, Khovd,1957,
Motocycle, Khovd,1956,
Motocycle, Khovd,1955,
Motocycle, Khovd,1954,
Motocycle, Khovd,1953,
Motocycle, Khovd,1952,
Motocycle, Khovd,1951,
Motocycle, Khovd,1950,
Motocycle, Khovd,1949,
Motocycle, Khovd,1948,
Motocycle, Khovd,1947,
Motocycle, Khovd,1946,
Motocycle, Khovd,1945,
Motocycle, Khovd,1944,
Motocycle, Khovd,1943,
Motocycle, Khovd,1942,
Motocycle, Khovd,1941,
Motocycle, Khovd,1940,
Motocycle, Khangai region,2025,6111.0
Motocycle, Khangai region,2024,5967.0
Motocycle, Khangai region,2023,5776.0
Motocycle, Khangai region,2022,13090.0
Motocycle, Khangai region,2021,19868.0
Motocycle, Khangai region,2020,19292.0
Motocycle, Khangai region,2019,13787.0
Motocycle, Khangai region,2018,12663.0
Motocycle, Khangai region,2017,11078.0
Motocycle, Khangai region,2016,10074.0
Motocycle, Khangai region,2015,8795.0
Motocycle, Khangai region,2014,7852.0
Motocycle, Khangai region,2013,6119.0
Motocycle, Khangai region,2012,6095.0
Motocycle, Khangai region,1957,
Motocycle, Khangai region,1956,
Motocycle, Khangai region,1955,
Motocycle, Khangai region,1954,
Motocycle, Khangai region,1953,
Motocycle, Khangai region,1952,
Motocycle, Khangai region,1951,
Motocycle, Khangai region,1950,
Motocycle, Khangai region,1949,
Motocycle, Khangai region,1948,
Motocycle, Khangai region,1947,
Motocycle, Khangai region,1946,
Motocycle, Khangai region,1945,
Motocycle, Khangai region,1944,
Motocycle, Khangai region,1943,
Motocycle, Khangai region,1942,
Motocycle, Khangai region,1941,
Motocycle, Khangai region,1940,
Motocycle, Arkhangai,2025,591.0
Motocycle, Arkhangai,2024,488.0
Motocycle, Arkhangai,2023,422.0
Motocycle, Arkhangai,2022,591.0
Motocycle, Arkhangai,2021,803.0
Motocycle, Arkhangai,2020,750.0
Motocycle, Arkhangai,2019,523.0
Motocycle, Arkhangai,2018,540.0
Motocycle, Arkhangai,2017,416.0
Motocycle, Arkhangai,2016,313.0
Motocycle, Arkhangai,2015,264.0
Motocycle, Arkhangai,2014,217.0
Motocycle, Arkhangai,2013,125.0
Motocycle, Arkhangai,2012,122.0
Motocycle, Arkhangai,1957,
Motocycle, Arkhangai,1956,
Motocycle, Arkhangai,1955,
Motocycle, Arkhangai,1954,
Motocycle, Arkhangai,1953,
Motocycle, Arkhangai,1952,
Motocycle, Arkhangai,1951,
Motocycle, Arkhangai,1950,
Motocycle, Arkhangai,1949,
Motocycle, Arkhangai,1948,
Motocycle, Arkhangai,1947,
Motocycle, Arkhangai,1946,
Motocycle, Arkhangai,1945,
Motocycle, Arkhangai,1944,
Motocycle, Arkhangai,1943,
Motocycle, Arkhangai,1942,
Motocycle, Arkhangai,1941,
Motocycle, Arkhangai,1940,
Motocycle, Bayankhongor,2025,1310.0
Motocycle, Bayankhongor,2024,1330.0
Motocycle, Bayankhongor,2023,1273.0
Motocycle, Bayankhongor,2022,2501.0
Motocycle, Bayankhongor,2021,5960.0
Motocycle, Bayankhongor,2020,5863.0
Motocycle, Bayankhongor,2019,5141.0
Motocycle, Bayankhongor,2018,1128.0
Motocycle, Bayankhongor,2017,593.0
Motocycle, Bayankhongor,2016,286.0
Motocycle, Bayankhongor,2015,47.0
Motocycle, Bayankhongor,2014,44.0
Motocycle, Bayankhongor,2013,41.0
Motocycle, Bayankhongor,2012,41.0
Motocycle, Bayankhongor,1957,
Motocycle, Bayankhongor,1956,
Motocycle, Bayankhongor,1955,
Motocycle, Bayankhongor,1954,
Motocycle, Bayankhongor,1953,
Motocycle, Bayankhongor,1952,
Motocycle, Bayankhongor,1951,
Motocycle, Bayankhongor,1950,
Motocycle, Bayankhongor,1949,
Motocycle, Bayankhongor,1948,
Motocycle, Bayankhongor,1947,
Motocycle, Bayankhongor,1946,
Motocycle, Bayankhongor,1945,
Motocycle, Bayankhongor,1944,
Motocycle, Bayankhongor,1943,
Motocycle, Bayankhongor,1942,
Motocycle, Bayankhongor,1941,
Motocycle, Bayankhongor,1940,
Motocycle, Bulgan,2025,780.0
Motocycle, Bulgan,2024,768.0
Motocycle, Bulgan,2023,756.0
Motocycle, Bulgan,2022,2217.0
Motocycle, Bulgan,2021,3356.0
Motocycle, Bulgan,2020,3300.0
Motocycle, Bulgan,2019,1621.0
Motocycle, Bulgan,2018,2955.0
Motocycle, Bulgan,2017,2838.0
Motocycle, Bulgan,2016,2737.0
Motocycle, Bulgan,2015,2585.0
Motocycle, Bulgan,2014,2357.0
Motocycle, Bulgan,2013,1363.0
Motocycle, Bulgan,2012,1358.0
Motocycle, Bulgan,1957,
Motocycle, Bulgan,1956,
Motocycle, Bulgan,1955,
Motocycle, Bulgan,1954,
Motocycle, Bulgan,1953,
Motocycle, Bulgan,1952,
Motocycle, Bulgan,1951,
Motocycle, Bulgan,1950,
Motocycle, Bulgan,1949,
Motocycle, Bulgan,1948,
Motocycle, Bulgan,1947,
Motocycle, Bulgan,1946,
Motocycle, Bulgan,1945,
Motocycle, Bulgan,1944,
Motocycle, Bulgan,1943,
Motocycle, Bulgan,1942,
Motocycle, Bulgan,1941,
Motocycle, Bulgan,1940,
Motocycle, Orkhon,2025,669.0
Motocycle, Orkhon,2024,588.0
Motocycle, Orkhon,2023,489.0
Motocycle, Orkhon,2022,860.0
Motocycle, Orkhon,2021,909.0
Motocycle, Orkhon,2020,848.0
Motocycle, Orkhon,2019,697.0
Motocycle, Orkhon,2018,693.0
Motocycle, Orkhon,2017,632.0
Motocycle, Orkhon,2016,580.0
Motocycle, Orkhon,2015,488.0
Motocycle, Orkhon,2014,433.0
Motocycle, Orkhon,2013,333.0
Motocycle, Orkhon,2012,324.0
Motocycle, Orkhon,1957,
Motocycle, Orkhon,1956,
Motocycle, Orkhon,1955,
Motocycle, Orkhon,1954,
Motocycle, Orkhon,1953,
Motocycle, Orkhon,1952,
Motocycle, Orkhon,1951,
Motocycle, Orkhon,1950,
Motocycle, Orkhon,1949,
Motocycle, Orkhon,1948,
Motocycle, Orkhon,1947,
Motocycle, Orkhon,1946,
Motocycle, Orkhon,1945,
Motocycle, Orkhon,1944,
Motocycle, Orkhon,1943,
Motocycle, Orkhon,1942,
Motocycle, Orkhon,1941,
Motocycle, Orkhon,1940,
Motocycle, Uvurkhangai,2025,1568.0
Motocycle, Uvurkhangai,2024,1615.0
Motocycle, Uvurkhangai,2023,1697.0
Motocycle, Uvurkhangai,2022,4369.0
Motocycle, Uvurkhangai,2021,4963.0
Motocycle, Uvurkhangai,2020,4795.0
Motocycle, Uvurkhangai,2019,3940.0
Motocycle, Uvurkhangai,2018,4055.0
Motocycle, Uvurkhangai,2017,3497.0
Motocycle, Uvurkhangai,2016,3216.0
Motocycle, Uvurkhangai,2015,2825.0
Motocycle, Uvurkhangai,2014,2266.0
Motocycle, Uvurkhangai,2013,1725.0
Motocycle, Uvurkhangai,2012,1718.0
Motocycle, Uvurkhangai,1957,
Motocycle, Uvurkhangai,1956,
Motocycle, Uvurkhangai,1955,
Motocycle, Uvurkhangai,1954,
Motocycle, Uvurkhangai,1953,
Motocycle, Uvurkhangai,1952,
Motocycle, Uvurkhangai,1951,
Motocycle, Uvurkhangai,1950,
Motocycle, Uvurkhangai,1949,
Motocycle, Uvurkhangai,1948,
Motocycle, Uvurkhangai,1947,
Motocycle, Uvurkhangai,1946,
Motocycle, Uvurkhangai,1945,
Motocycle, Uvurkhangai,1944,
Motocycle, Uvurkhangai,1943,
Motocycle, Uvurkhangai,1942,
Motocycle, Uvurkhangai,1941,
Motocycle, Uvurkhangai,1940,
Motocycle, Khuvsgul,2025,1193.0
Motocycle, Khuvsgul,2024,1178.0
Motocycle, Khuvsgul,2023,1139.0
Motocycle, Khuvsgul,2022,2552.0
Motocycle, Khuvsgul,2021,3877.0
Motocycle, Khuvsgul,2020,3736.0
Motocycle, Khuvsgul,2019,1865.0
Motocycle, Khuvsgul,2018,3292.0
Motocycle, Khuvsgul,2017,3102.0
Motocycle, Khuvsgul,2016,2942.0
Motocycle, Khuvsgul,2015,2586.0
Motocycle, Khuvsgul,2014,2535.0
Motocycle, Khuvsgul,2013,2532.0
Motocycle, Khuvsgul,2012,2532.0
Motocycle, Khuvsgul,1957,
Motocycle, Khuvsgul,1956,
Motocycle, Khuvsgul,1955,
Motocycle, Khuvsgul,1954,
Motocycle, Khuvsgul,1953,
Motocycle, Khuvsgul,1952,
Motocycle, Khuvsgul,1951,
Motocycle, Khuvsgul,1950,
Motocycle, Khuvsgul,1949,
Motocycle, Khuvsgul,1948,
Motocycle, Khuvsgul,1947,
Motocycle, Khuvsgul,1946,
Motocycle, Khuvsgul,1945,
Motocycle, Khuvsgul,1944,
Motocycle, Khuvsgul,1943,
Motocycle, Khuvsgul,1942,
Motocycle, Khuvsgul,1941,
Motocycle, Khuvsgul,1940,
Motocycle, Central region,2025,6494.0
Motocycle, Central region,2024,6146.0
Motocycle, Central region,2023,5884.0
Motocycle, Central region,2022,12753.0
Motocycle, Central region,2021,16819.0
Motocycle, Central region,2020,16255.0
Motocycle, Central region,2019,11942.0
Motocycle, Central region,2018,13863.0
Motocycle, Central region,2017,12059.0
Motocycle, Central region,2016,10817.0
Motocycle, Central region,2015,9830.0
Motocycle, Central region,2014,8695.0
Motocycle, Central region,2013,5490.0
Motocycle, Central region,2012,5397.0
Motocycle, Central region,1957,
Motocycle, Central region,1956,
Motocycle, Central region,1955,
Motocycle, Central region,1954,
Motocycle, Central region,1953,
Motocycle, Central region,1952,
Motocycle, Central region,1951,
Motocycle, Central region,1950,
Motocycle, Central region,1949,
Motocycle, Central region,1948,
Motocycle, Central region,1947,
Motocycle, Central region,1946,
Motocycle, Central region,1945,
Motocycle, Central region,1944,
Motocycle, Central region,1943,
Motocycle, Central region,1942,
Motocycle, Central region,1941,
Motocycle, Central region,1940,
Motocycle, Govisumber,2025,225.0
Motocycle, Govisumber,2024,213.0
Motocycle, Govisumber,2023,194.0
Motocycle, Govisumber,2022,309.0
Motocycle, Govisumber,2021,471.0
Motocycle, Govisumber,2020,441.0
Motocycle, Govisumber,2019,366.0
Motocycle, Govisumber,2018,342.0
Motocycle, Govisumber,2017,269.0
Motocycle, Govisumber,2016,215.0
Motocycle, Govisumber,2015,156.0
Motocycle, Govisumber,2014,88.0
Motocycle, Govisumber,2013,49.0
Motocycle, Govisumber,2012,47.0
Motocycle, Govisumber,1957,
Motocycle, Govisumber,1956,
Motocycle, Govisumber,1955,
Motocycle, Govisumber,1954,
Motocycle, Govisumber,1953,
Motocycle, Govisumber,1952,
Motocycle, Govisumber,1951,
Motocycle, Govisumber,1950,
Motocycle, Govisumber,1949,
Motocycle, Govisumber,1948,
Motocycle, Govisumber,1947,
Motocycle, Govisumber,1946,
Motocycle, Govisumber,1945,
Motocycle, Govisumber,1944,
Motocycle, Govisumber,1943,
Motocycle, Govisumber,1942,
Motocycle, Govisumber,1941,
Motocycle, Govisumber,1940,
Motocycle, Darkhan-Uul,2025,603.0
Motocycle, Darkhan-Uul,2024,496.0
Motocycle, Darkhan-Uul,2023,430.0
Motocycle, Darkhan-Uul,2022,716.0
Motocycle, Darkhan-Uul,2021,715.0
Motocycle, Darkhan-Uul,2020,675.0
Motocycle, Darkhan-Uul,2019,401.0
Motocycle, Darkhan-Uul,2018,518.0
Motocycle, Darkhan-Uul,2017,438.0
Motocycle, Darkhan-Uul,2016,402.0
Motocycle, Darkhan-Uul,2015,361.0
Motocycle, Darkhan-Uul,2014,317.0
Motocycle, Darkhan-Uul,2013,271.0
Motocycle, Darkhan-Uul,2012,246.0
Motocycle, Darkhan-Uul,1957,
Motocycle, Darkhan-Uul,1956,
Motocycle, Darkhan-Uul,1955,
Motocycle, Darkhan-Uul,1954,
Motocycle, Darkhan-Uul,1953,
Motocycle, Darkhan-Uul,1952,
Motocycle, Darkhan-Uul,1951,
Motocycle, Darkhan-Uul,1950,
Motocycle, Darkhan-Uul,1949,
Motocycle, Darkhan-Uul,1948,
Motocycle, Darkhan-Uul,1947,
Motocycle, Darkhan-Uul,1946,
Motocycle, Darkhan-Uul,1945,
Motocycle, Darkhan-Uul,1944,
Motocycle, Darkhan-Uul,1943,
Motocycle, Darkhan-Uul,1942,
Motocycle, Darkhan-Uul,1941,
Motocycle, Darkhan-Uul,1940,
Motocycle, Dornogovi,2025,558.0
Motocycle, Dornogovi,2024,500.0
Motocycle, Dornogovi,2023,474.0
Motocycle, Dornogovi,2022,726.0
Motocycle, Dornogovi,2021,1422.0
Motocycle, Dornogovi,2020,1352.0
Motocycle, Dornogovi,2019,997.0
Motocycle, Dornogovi,2018,1134.0
Motocycle, Dornogovi,2017,976.0
Motocycle, Dornogovi,2016,829.0
Motocycle, Dornogovi,2015,717.0
Motocycle, Dornogovi,2014,621.0
Motocycle, Dornogovi,2013,396.0
Motocycle, Dornogovi,2012,389.0
Motocycle, Dornogovi,1957,
Motocycle, Dornogovi,1956,
Motocycle, Dornogovi,1955,
Motocycle, Dornogovi,1954,
Motocycle, Dornogovi,1953,
Motocycle, Dornogovi,1952,
Motocycle, Dornogovi,1951,
Motocycle, Dornogovi,1950,
Motocycle, Dornogovi,1949,
Motocycle, Dornogovi,1948,
Motocycle, Dornogovi,1947,
Motocycle, Dornogovi,1946,
Motocycle, Dornogovi,1945,
Motocycle, Dornogovi,1944,
Motocycle, Dornogovi,1943,
Motocycle, Dornogovi,1942,
Motocycle, Dornogovi,1941,
Motocycle, Dornogovi,1940,
Motocycle, Dundgovi,2025,1587.0
Motocycle, Dundgovi,2024,1687.0
Motocycle, Dundgovi,2023,1737.0
Motocycle, Dundgovi,2022,2694.0
Motocycle, Dundgovi,2021,4641.0
Motocycle, Dundgovi,2020,4425.0
Motocycle, Dundgovi,2019,3067.0
Motocycle, Dundgovi,2018,3394.0
Motocycle, Dundgovi,2017,2751.0
Motocycle, Dundgovi,2016,2301.0
Motocycle, Dundgovi,2015,2003.0
Motocycle, Dundgovi,2014,1658.0
Motocycle, Dundgovi,2013,1178.0
Motocycle, Dundgovi,2012,1178.0
Motocycle, Dundgovi,1957,
Motocycle, Dundgovi,1956,
Motocycle, Dundgovi,1955,
Motocycle, Dundgovi,1954,
Motocycle, Dundgovi,1953,
Motocycle, Dundgovi,1952,
Motocycle, Dundgovi,1951,
Motocycle, Dundgovi,1950,
Motocycle, Dundgovi,1949,
Motocycle, Dundgovi,1948,
Motocycle, Dundgovi,1947,
Motocycle, Dundgovi,1946,
Motocycle, Dundgovi,1945,
Motocycle, Dundgovi,1944,
Motocycle, Dundgovi,1943,
Motocycle, Dundgovi,1942,
Motocycle, Dundgovi,1941,
Motocycle, Dundgovi,1940,
Motocycle, Umnugovi,2025,892.0
Motocycle, Umnugovi,2024,800.0
Motocycle, Umnugovi,2023,741.0
Motocycle, Umnugovi,2022,2379.0
Motocycle, Umnugovi,2021,2858.0
Motocycle, Umnugovi,2020,2791.0
Motocycle, Umnugovi,2019,2174.0
Motocycle, Umnugovi,2018,2572.0
Motocycle, Umnugovi,2017,2281.0
Motocycle, Umnugovi,2016,2110.0
Motocycle, Umnugovi,2015,1931.0
Motocycle, Umnugovi,2014,1743.0
Motocycle, Umnugovi,2013,1397.0
Motocycle, Umnugovi,2012,1394.0
Motocycle, Umnugovi,1957,
Motocycle, Umnugovi,1956,
Motocycle, Umnugovi,1955,
Motocycle, Umnugovi,1954,
Motocycle, Umnugovi,1953,
Motocycle, Umnugovi,1952,
Motocycle, Umnugovi,1951,
Motocycle, Umnugovi,1950,
Motocycle, Umnugovi,1949,
Motocycle, Umnugovi,1948,
Motocycle, Umnugovi,1947,
Motocycle, Umnugovi,1946,
Motocycle, Umnugovi,1945,
Motocycle, Umnugovi,1944,
Motocycle, Umnugovi,1943,
Motocycle, Umnugovi,1942,
Motocycle, Umnugovi,1941,
Motocycle, Umnugovi,1940,
